classification,start_time,end_time,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_min,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
Unknown,2.0405668934240366,2.5405668934240366,0.5,126.62950518372958,8.915196884128399,137.3354826385662,116.79483334826129,-50.49264209812229,22.69533323623276,-56.50834825771381,1.5334909921622843,2.02,0.0,-5.127598673764884,0.43387041885013716,0.010385487528344011,3.17059951038996,0.659146574867324,689.1125429385671,690.7913084399434,-188.42717639560578,219.41679185616292,-80.33537818604819,-5.947884700749446,13.933639094504054,-15.309279218001551,-16.548370613576324,9.440962255105784,-51.72413628579933,38.53208234451979,-51.736311814825534,14.96461639079558,7.035753971454782,11.470525740907284,3.460213535086657,3.535255678383231,5.827171103174681,4.491507745965049,3.116446945126696,2.1755442847292947,2.7975229562994612,2.3906727526474114,2.4353678847666576,2.6572523121913156,107.27755313419297
Unknown,2.1405668934240367,2.6405668934240367,0.5,131.38665735372896,16.904942721142884,142.83184172684759,116.79483334826129,-23.70575329876937,69.3782423586426,-26.48926553716097,1.8006308322653204,0.0,0.0,0.4635969568189113,0.26550634778568205,0.010385487528344011,2.086500690806899,0.5031435175434003,672.4767287455463,672.0910258278956,-196.08282895347793,231.43754255143244,-67.99687611519902,4.047884574828641,12.968744058151625,-9.115769029045303,-10.8864631910205,-3.7864381374691782,-62.32347613626966,38.333533791059835,-58.49998866645911,14.020713749909037,6.225599957380034,11.427993834970836,3.554368276730692,3.071200962013272,6.110171373941641,4.788794908824027,2.750748492899797,2.309358695459845,3.925881909478143,2.8937676136072703,2.985752461827326,2.4697342978571446,102.86915940704199
Unknown,3.6805668934240368,4.180566893424037,0.5,112.90688112806956,7.215119900929862,122.25465211525102,106.75396485604715,-43.611560496713565,6.490124517449274,-47.76023998663279,1.1745627764101423,0.9900000000000002,0.0,-2.067605109534564,0.0939955977465102,0.005218740670976524,1.4970906860336894,0.46495010894362404,658.4073796872999,649.1598556957111,-190.66866549929983,237.8559198119129,-68.46573005768302,14.663208750682568,29.964353218759687,13.059143131244237,-7.6394713525795295,9.118748009530913,-46.75181417274283,48.3086393297847,-43.36219192056397,16.692504064327775,6.818133894431781,12.55683463822724,4.381791502482255,3.9953200569282727,3.5210439221925025,5.726000026503687,3.542559688048105,3.509179977639368,3.656081731493433,2.9066906417113816,2.4413830136003862,2.301562614759371,102.26983755091491
Unknown,3.780566893424037,4.280566893424036,0.49999999999999956,114.83607214858831,9.652574746761147,125.64001055723527,106.75396485604715,1.2780209091441959,40.0715208696969,-25.246720094704962,1.8454134371137338,0.0,0.4500000000000002,-2.1495982925435313,0.09403412632278031,0.00519680525971708,1.4805459367410039,0.3929692175752065,638.7157968747516,631.516460211893,-195.0677183434146,234.1721725475301,-76.88626397794663,26.614827769453427,19.390724560507284,21.906901752733717,0.9293088337462474,-1.6159732734462915,-55.21140387258988,47.11840246259538,-49.618531138833504,16.135058185826836,6.995259825481817,11.399817198659518,4.185194839034221,3.8033520846338127,4.1292153083200525,5.283380686308977,3.3149105782909714,3.2850890321786435,3.8745597264449536,3.2340752928612426,2.502225477456812,2.2609915453575518,105.83818807801029
Unknown,4.730566893424037,5.230566893424037,0.5,120.8244652998941,23.213988265017964,159.81426655763062,107.6050193774599,-75.28535610056925,58.48711238625903,-38.00910411428348,1.786657608879271,0.4500000000000002,0.0,2.306697706728232,0.4359738554666961,0.010385487528344456,2.506741774367013,0.646399479782551,506.48372629521305,658.8180740392263,-93.2849947051287,174.74272903121857,-34.96239794639158,105.29681631993256,75.28248614485571,3.2092893163890484,-43.59618280076232,3.256272854207084,-90.09244438452174,36.966079012483874,-14.185895514379691,15.728363460924319,7.782803475146146,3.6559582497653222,3.855166199402841,1.8382764143361507,1.8035532189668977,3.0711737043856573,2.913702276876346,1.8746562656633765,1.7694526756593438,1.6966096849908232,1.5739278076343055,2.2646868380806495,66.68664591227588
Unknown,4.830566893424036,5.330566893424036,0.5,108.83123623755296,4.778104455301574,114.69955212555979,105.05681013005892,-26.37846034746448,0.5928673025279999,-27.994105063184268,0.5540601479904228,0.0,0.0,-1.4963931624465594,0.3893707105706295,0.010385487528344456,2.3541869164792035,0.6813188148567777,538.7990127567683,676.6841856245605,-88.64089441067284,173.9926946508458,-32.5544281734058,103.97585514543903,81.22216414099017,-0.5795723001275748,-45.94966737803256,0.6731504248356632,-88.77136208304347,38.51571523439857,-7.187401185619423,11.36899550602766,5.443908329068657,3.9020609625114293,3.6894938211395316,1.7770341628868893,1.7589992025605468,2.387201915382714,2.4811847811272405,1.8771950342564434,1.591310151594323,1.5771419331164767,1.538038484454164,1.6032523599757655,55.02505522276289
Unknown,4.930566893424036,5.430566893424036,0.5,107.22204724068392,4.0567974683806325,113.39538577577954,103.96359845573564,-19.963615944304753,1.6504364894178538,-10.847338422167732,0.6226163842195186,0.0,0.0,-4.542263052434402,0.05395263148339848,0.010385487528345344,2.449824407379253,0.6376575554035573,498.58727824474494,659.516527524688,-76.97757927608846,188.7734321004288,-29.348344913705876,110.13557134722521,77.96167229254362,7.896719262429116,-45.21592917162579,5.204976382103049,-84.88969204467878,44.48248695154604,-11.079641703101226,12.243166572948997,5.544003312501801,3.2629480463699925,2.9867181533615534,1.476900391082303,2.0767845437054344,2.3933027154490873,2.546225662487224,1.6944319457257555,1.539132077531728,1.5372956083357936,1.4446999433651202,1.7764884396396603,38.18324374586276
Unknown,6.010566893424037,6.510566893424037,0.5,124.24260778431668,6.645097348950712,133.8714870744689,115.11367579061934,25.385249588955332,18.392244672508436,6.419958824572002,1.1721955947581397,0.5200000000000005,0.0,-1.0063322408045225,0.287521689825425,0.010385487528344456,2.9616849023233587,0.9247012903743259,783.2622521784087,697.102742944039,-154.40411283160785,163.0879552440297,-57.808056378821355,96.33403219426235,-11.192401739744216,-65.84060352214546,-9.158361089426599,-34.51445741182298,-64.05780302599915,46.23316298336299,-36.030217625276265,9.34478372757579,3.196877145655363,5.450053343237937,2.4445773031183364,3.0045482747647765,3.431897493510274,3.47699298440153,6.0933318139642,2.2710764810724466,2.641667676838738,2.5885430599113333,1.5493285128766452,2.1594427907073688,64.17083054102807
Unknown,6.210566893424036,6.710566893424036,0.5,123.79738641624402,7.007944036080478,133.8714870744689,116.21922635952461,-33.481019449185986,13.537806895553251,-23.224415752522766,0.9320722653135393,0.0,0.0,-3.7653918220771834,0.2109644596118888,0.010385487528344456,2.8109900749075116,0.7532099047096964,762.3560614620175,662.975226107436,-171.03399580318595,188.08535436824263,-61.23820341375994,106.23673242939319,-7.634402010825025,-60.517211465979074,-7.41068416134032,-32.64979107415718,-59.14299226104733,47.90721930482356,-53.99991491652754,10.767100141494165,4.241366959743099,5.336662807039214,4.510949792208793,2.8354518735021434,2.464463433259391,3.6805025300037264,6.552119948797616,2.40703055253715,2.649468997591794,1.9764889143335005,1.669497922023277,1.8384234298144977,61.84626087513184
Unknown,6.9405668934240365,7.4405668934240365,0.5,122.52332926577805,11.343153499560874,139.4409263233092,112.17070272190597,-71.84803602505819,14.341644935055427,-67.32576674130836,1.118225800087393,0.13999999999999968,0.0,0.10712446366926502,0.3907538454809284,0.010385487528344456,2.589720828885007,0.7820448875691307,720.0253000001564,681.345849612498,-148.10056517010025,234.91474114005524,-73.0950464260349,37.44137721395227,11.559516294826937,-39.68767655946263,4.923227276278577,-18.77329509397921,-61.676247052108366,34.055539358318434,-48.17890262067372,11.671002868951334,4.084477621328911,10.43022653594103,5.6827844525218,4.541663452947398,3.717267928081026,4.376120828088993,5.79669899251372,2.9922752049826227,3.696783061263933,2.8709799916752536,2.3695302174767043,2.692214435015797,126.12731189378434
Unknown,7.040566893424036,7.540566893424036,0.5,116.86682333720661,8.740182935698144,125.87466907327781,110.98841101437884,-31.856586667948463,6.103163604841445,-36.62523182802765,1.0853673541872453,0.0,0.0,-1.2943227423398576,0.36401931911366975,0.010385487528344456,2.667929335133301,0.7193205630941035,680.1582786382393,681.7157523683339,-109.07302979851316,218.05153670265383,-84.85540782910337,34.970104377822715,2.9414939373031994,-6.043709288122633,8.246900755001686,-2.802780943060982,-60.542113486603476,29.04129597971472,-40.98829249613893,14.274903791591937,4.145468234910879,9.314240148082089,3.4256305561156144,3.255801171146214,3.2196176798516403,4.203078017334392,4.169987972958669,2.957243648075275,3.9698446428136704,2.9616672076589743,2.482233580476005,2.1791456326584875,103.5756847577145
Unknown,7.140566893424036,7.640566893424036,0.5,113.36106168586022,4.033196162423023,117.8749882339762,110.98841101437884,-4.816368969820038,4.219152374646744,-0.8980756803320629,0.9212931993189352,0.0,0.0,-1.215509694559401,0.22655128128497143,0.010385487528345344,2.121559079071338,0.6306817428736811,644.1499122754851,674.0659667297136,-108.37177595721444,219.58053171368812,-58.499989177660055,47.57310082960702,-0.023641132210845916,2.2063823795736983,5.500000724930365,8.803832806322577,-57.01542908290835,31.832094408194454,-38.81403502124585,13.93129040208778,4.130415222400545,9.245179565486959,3.2984285615061166,5.549653152150455,3.910527309800649,4.266715710458621,2.9014730142184666,3.1701457831224715,3.4074803332639783,2.6947738127675107,2.698891330498505,1.9206458997967109,106.46398966701943
Unknown,7.2405668934240355,7.7405668934240355,0.5,116.90744220413575,10.383547382985052,125.55922214321814,110.98841101437884,11.640202781721593,10.739774191364498,31.540650073143723,1.127793062335841,0.0,0.0,-1.4281404082742934,0.2067800127839496,0.010385487528345344,2.2387461631104597,0.6256980001055187,641.3985648761943,658.3846008960589,-131.25872396850914,228.03449512458042,-32.174185688157735,60.478664452348006,-3.891670918428551,-9.125941370269453,1.7328829251938107,5.569797649345871,-61.96405754017935,35.561048455513294,-42.540061797381824,13.49309013443527,4.134092606146058,8.26969635170324,2.782418302108952,6.4190090123531265,3.8313818154493253,4.457389342371825,3.8250021867517456,2.9586670669260893,3.3195151827153877,2.8656536031151925,2.5009490510968453,2.0707796207081532,76.10013574234323
Unknown,7.990566893424036,8.490566893424036,0.5,111.53650589776173,3.7440039747780642,117.51753686876472,110.99460714710034,-11.680435000425485,2.530939432326978,-11.866471543815548,0.5410650937709637,0.1899999999999995,0.0,-2.37251276857831,0.034170490983197896,0.010385487528344456,1.6631166167498586,0.5654032832588048,564.1461208475139,666.6925411556227,-60.620218650591355,196.54182037244317,-55.47253159048557,95.54910899301791,17.382938307348716,-1.5104175428406772,-31.93568779043791,-40.51911178291325,-74.94324574758674,53.73834798253285,-12.700320956799196,7.127584570982934,2.4827283020999786,5.450541788972651,2.329040755968493,3.4517701428524217,1.8321019932176368,1.7610175727269213,2.2575334854591165,2.0798552211683177,2.8701112307541785,1.6057134184970248,1.8823930714461896,1.38963004609652,60.51690088731847
Unknown,8.090566893424036,8.590566893424036,0.5,112.78541587892926,10.590964051325015,119.83994693412527,94.62193218476263,-11.445637123057985,37.149824503970216,-73.48979451581182,2.4502315628297313,0.0,0.0,-2.2956789305859724,0.03383694426474959,0.010385487528344456,1.7260882782831757,0.48385194688330313,516.5817233644128,644.1607627258363,-64.3944508677653,217.63409619315402,-37.05596571227872,90.53771420291629,20.164939422502865,-0.19361740380453352,-38.56532665990315,-25.77171824083217,-78.201705429054,53.10397613395316,-19.0910956066193,7.409786411114365,4.445125743009902,5.540496959194395,3.8488799743645723,3.292384844182386,1.6483368594435985,1.7262293165456684,2.167726907698779,2.2162350865702147,2.867601268698235,1.4598266677903382,1.957953127633888,2.103584055187137,54.33039144764999
Unknown,9.110566893424037,9.420566893424038,0.3100000000000005,110.28241464943905,4.109814492495094,115.7968620565154,110.69968075569956,8.032126962692901,2.304697234041886,-1.6179540744647185,0.7022160981481752,0.4599999999999991,0.16999999999999993,-0.47095280798382994,0.13618508826789155,0.00657596371881887,1.5840499614850565,0.5052457741904003,706.1761027910914,621.40004588221,-181.86172673035557,283.99574751416594,27.2995638791233,67.97829201254231,39.632924561819166,-47.13473602987423,-29.15179060105392,20.8003129118029,-76.9267641169581,50.088926884369606,-28.06631297484902,12.486176766865078,5.325538809462238,14.12428887826104,5.647161480308134,5.375748512948049,3.7496024203972693,4.36990895766243,4.3215494986199,4.860897351321869,2.7422769391237964,2.7567116671633696,3.0884826636541853,1.648560242637308,76.13388651192744
Unknown,9.590566893424038,9.770566893424038,0.17999999999999972,141.46490267594672,8.848950021773538,152.62250245991245,145.27607462992634,-49.06069685768334,2.9135949318994014,-52.37601899541211,1.506827142923806,0.16999999999999993,0.4399999999999995,-7.518438397074816,0.02106326534668109,0.003990929705213427,1.6021566279771147,0.352926341747762,771.4997322723704,701.919965187104,-188.8530907397416,237.37180627837935,-110.50286133898932,-58.13920144647542,-5.0852927226730555,-25.596119930613785,26.940520503295165,-3.2222006243807457,-78.5864985333456,62.5974244088929,-27.30885981984192,13.736957836547122,16.20051438420516,12.63470801727103,8.895364028993992,1.8565212411833545,8.238883499663409,5.691912063821231,5.728312602725855,6.169991255998041,3.592699191550337,3.7035175952473796,4.100866060392905,4.937538610062409,60.04631401492711
Unknown,10.210566893424037,10.710566893424037,0.5,121.1139034255149,8.021542764055487,131.8341507084874,111.94668425615379,49.28529250057055,9.487783895075914,0.35789295577260277,1.234142144459133,0.4399999999999995,0.0,1.1323470726099851,0.363164092558578,0.010385487528344456,2.3302631761274997,0.6697240779381765,655.3773722600743,618.8725839555433,-166.32596728078474,242.3543571856212,-30.596145126510034,67.47325885831788,14.132851272622895,-62.86010543769608,-27.03335900132625,5.263945858451197,-88.47008082266017,58.65104686292318,-46.91874362074586,17.330802216612135,6.236393758297478,8.385078562921162,4.3217989116826026,3.44335351440897,3.448789703694829,2.9206600088999037,5.6968939400030525,2.335268692693988,2.9033941377035717,2.010123094042098,1.7302476488697731,1.8612604767534504,117.94555912600315
Unknown,10.310566893424037,10.810566893424037,0.5,127.19268609819747,9.173463493694266,136.91712015275223,111.94668425615379,51.66761290397682,9.37099034960098,35.93036058484691,1.3830200647355093,0.0,0.0,-0.1431913915741094,0.4442603314688219,0.009239319528045617,2.332922022152117,0.5660639021708879,631.652676603839,610.9412112106426,-167.3333144776223,243.5042798855586,-43.33701522181538,60.97660643225462,-3.8783074950187357,-69.00972815549521,-24.11131394626059,15.42048674258751,-87.22635877378492,56.10246186040001,-53.67571727826071,18.855579001013606,6.490747341511581,8.203085361120902,4.3282917558710166,2.730900793066248,2.6439960605865576,3.6929889493959145,5.683768158379514,2.4304433637197276,2.860091517924042,1.9044599900789294,1.610043435916586,1.9708975743571533,91.31205352821232
Unknown,11.740566893424038,12.240566893424038,0.5,116.74058472070628,9.746449956990343,124.62434720020502,110.41479260551142,6.814871425874904,15.862409030059444,-43.092721698692586,1.795544338857509,0.9299999999999997,0.0,1.2274970997973034,0.15397667229287454,0.01038548752834268,1.635526631662568,0.4220849030426405,604.9839774861865,622.8417791196598,-182.46042988813494,231.1405987406634,-32.65736502688608,85.0234884023416,2.2851865756288503,-31.996979723896246,-3.183518004352947,1.1795996882871036,-66.5020714466851,70.20687940506552,-47.45218139292442,15.269801982392533,7.230667569572579,11.843237327232993,5.296498653164878,5.633864146384369,2.81980064199637,3.3862726592092485,4.480521872709415,2.341872223890066,3.686655605007248,2.346018410393001,2.3894354030817757,2.6614277562922277,153.84648184589523
Unknown,11.840566893424038,12.340566893424038,0.5,115.07840136180589,8.93036359084881,124.3182387019849,110.02745395854645,2.9618085358255297,13.382991040353742,-45.14800177070694,1.3023072905238875,0.0,0.0,0.4188937800328146,0.1565725491706289,0.01038548752834268,1.5525130901450426,0.47457228217540637,652.9126621600495,630.3712008977135,-191.2054202269225,241.43897586172864,-33.45016215781337,76.37000165839726,12.935468981853877,-39.23609341261379,-9.063101910731666,-2.714405819295466,-64.75490240714244,70.52171239316594,-49.13130829064847,10.540517436648846,6.644235538680002,11.463919772163324,6.134181717633643,5.412159134240855,2.684897931518721,2.7077864221955212,3.8493120330677586,2.343972480382218,3.2488316249865323,2.2799963904802505,2.326273780441944,2.624499572003899,152.33462099964527
Unknown,11.940566893424037,12.440566893424037,0.5,117.37683923431753,9.518358098313087,129.09525330916466,110.02745395854645,3.286444425479646,36.77256698040112,-20.777499278560533,1.987762739073549,0.0,0.0,2.0524173782810053,0.2545756791396085,0.01038548752834268,2.5715639259386895,0.5189553989895278,643.0893598652051,625.9411629914954,-193.02123511180778,245.66515597127176,-34.28910703074975,75.4233866445741,14.869976702149705,-41.050713313049265,-10.368792883007252,2.6014206821544983,-60.8899167590885,65.97673707819845,-53.844526712520974,12.688906108167288,7.493720535657871,10.974802782341834,6.734204777955223,5.581710172996186,2.5914259263995527,2.724946852192457,4.355693158138752,2.1180007184468224,4.1805890126858545,2.0194022638586278,2.485298753737173,2.4723637434816697,143.57947715550023
Unknown,12.040566893424037,12.540566893424037,0.5,117.26641618787153,7.850301255683795,127.14989385214413,110.62647533988691,-0.3599823979292667,21.927019693541,-55.5082493011322,1.411936681697239,0.0,0.0,0.8121954601009707,0.3881708052477548,0.010385487528344456,3.0282495027877374,0.6129429641482181,627.2243597860868,642.3739723098274,-136.5336625491525,237.66382345196965,-37.822352131463504,78.05741502080072,9.580865530333034,-29.438989043909654,-4.7253541973327655,-2.8000317268211488,-57.51362105026825,50.351163883116996,-50.83888359573055,14.247648919863234,6.662926462019512,8.24230742096778,6.8542080475403075,5.961043693683728,2.492937196988586,2.4413718880047375,4.365543410611896,2.545154064417757,4.8040702307404795,1.8314815935832487,3.135371893917927,2.0195177344894106,115.72358271544783
Unknown,12.140566893424037,12.640566893424037,0.5,114.83746916216624,6.463441372260774,122.67250668015348,110.62647533988691,12.316130299452272,8.33944747180389,-24.875563370215207,1.270029341267119,0.0,0.0,-0.46678518816138537,0.49586787497440676,0.010385487528344456,2.940449961377052,0.5650446834649302,575.7107361783613,611.7078848980614,-126.62309589923773,247.065896118317,-50.832818446143264,73.55098005436541,5.5799182676754295,-7.562004901584623,-0.7055290544796724,-1.309959662524256,-61.63707121880748,45.88939645638473,-58.580950169781715,14.987819994955688,6.431505277034486,7.988228581809606,6.018811541121667,7.332126331853972,2.8790856824903766,2.8454447235413776,4.09611793304031,2.8270649619881443,4.83619422715377,2.2029774494976473,2.858063212529623,1.8371150781978531,141.02181421511517
Unknown,12.240566893424036,12.740566893424036,0.5,114.83113468135149,6.805216145733142,122.67250668015348,110.62647533988691,2.9266185136723912,12.428442657421211,10.437520679678622,1.4942653786327051,0.0,0.0,0.06709208651964231,0.5030262129432386,0.010385487528344456,3.022520257509668,0.5806441075901078,599.479980802756,622.0897192533365,-119.62847771204822,249.38612979757667,-76.57928150713504,53.71739532703961,-0.5898992820525573,-4.317626425125501,9.347281337313666,-7.9779460965054465,-55.883800591906166,42.36519909680895,-61.71124605633255,15.364887535611203,6.9883794785052675,7.593396143968352,5.771960287181963,7.73309341497998,3.954538493255809,3.2222997150217108,4.193516396731204,3.6023523680251586,4.738390784587332,2.4999124986814705,2.8499711972382475,1.8632665402785524,162.07867287930722
Unknown,12.340566893424036,12.840566893424036,0.5,118.22614537021174,7.462802708939926,128.9690725344174,110.87729423715409,1.8336564445589736,34.30377786679726,55.75362129532575,1.8253045361091684,0.0,0.0,-0.9380292475060973,0.5380238297492166,0.010385487528344456,3.1769050606453284,0.5797188432362884,614.1264554772852,637.7733332573749,-108.34362233470704,223.74069015101966,-112.39101036407533,53.297494593621046,-8.192957115840061,-8.854445881205006,10.277042890339068,-26.851468449278904,-50.4861015763836,49.05293893315672,-61.43480746032328,16.16777214550944,7.198370637641375,6.754161563564499,5.511812453550769,4.979039037327211,3.9753224112295786,3.1904825048584473,4.648395495046828,3.7244674203145665,4.7391842963225095,2.8550831088183215,3.428017381257886,2.4890416250158283,162.7540081425756
Unknown,14.420566893424038,14.550566893424039,0.13000000000000078,103.04581153559639,9.48199333056716,113.45104742058233,110.19379598157586,-2.6500308115388136,1.5205530983944666,-3.1021159571608266,1.3991917549621051,0.14000000000000057,0.15999999999999837,-1.2386966552306955,0.001972326416166535,0.0006386260729862314,0.26598969593448507,0.07596659134438333,390.7114722536433,574.044381690028,-86.91324064554594,272.853031744346,-35.50943363717976,39.08918606354115,-19.63596581603456,36.16324019254305,-11.362810200859949,24.087324568379845,-61.826128213270394,96.6480648446269,-48.78270898167627,31.34365034888047,10.589002105869282,4.531013047687515,3.1290641614505184,4.502738568574484,5.071876592819035,5.621992939763038,4.05679149327978,4.3601499138783995,6.385701009649567,3.4116119694709863,3.170629831181251,3.0135971765523735,37.46046470155634
Unknown,14.710566893424037,15.170566893424038,0.46000000000000085,113.79388286939152,6.049341394678244,122.69689261858362,108.07622915992502,-32.959645353321186,4.714176951258192,-33.72581270979307,1.4752965752238272,0.15999999999999837,0.7300000000000004,-2.7645508888074666,0.06664372510951344,0.009129478622195,1.4250951405784689,0.49910689590294693,549.7467642977241,630.2800650862212,-114.8831311641244,233.4935348048926,-10.25851185201322,96.68000905243181,-7.513399362985399,-75.34233891961826,-27.581452268474415,-1.9644246154656044,-68.06121527828864,76.98276539166605,-67.02246121172104,16.520999895486643,6.659934110761287,4.39305130254398,1.940043435808875,2.172812432698327,2.4765080486438853,2.368864833509377,3.7408460634344887,2.3993218300830335,3.1819143408164017,1.667140468429151,1.7109881446791284,1.402689997584917,45.818128500646225
